Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMARTINDONASIA_API_SmokeTest,,,,2019-09-04 18:30:47,2019-09-04 18:30:57,9.951s,INCOMPLETE
,,,,,,,
Test Cases/aValidateMobileNumberTest,,,,2019-09-04 18:30:47,2019-09-04 18:30:52,4.174s,PASSED
"response = sendRequestAndVerify(findTestObject(""avalidate_mobile_number""))",,,,2019-09-04 18:30:48,2019-09-04 18:30:51,3.705s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-04 18:30:51,2019-09-04 18:30:51,0.006s,PASSED
result = slurper.parseText(response.getResponseText()),,,,2019-09-04 18:30:51,2019-09-04 18:30:51,0.040s,PASSED
"println(""***************************************"")",,,,2019-09-04 18:30:51,2019-09-04 18:30:51,0.000s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEMOBILENUMBER TEST CASE = "" + result)",,,,2019-09-04 18:30:51,2019-09-04 18:30:51,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-04 18:30:51,2019-09-04 18:30:51,0.000s,PASSED
value = uniqueTokenCode,,,,2019-09-04 18:30:51,2019-09-04 18:30:51,0.000s,PASSED
println(value),,,,2019-09-04 18:30:51,2019-09-04 18:30:52,0.020s,PASSED
uniquetoken = value,,,,2019-09-04 18:30:52,2019-09-04 18:30:52,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-04 18:30:52,2019-09-04 18:30:52,0.000s,PASSED
"println(""UNIQ TOKEN ID IS GENARATED  = "" + uniquetoken)",,,,2019-09-04 18:30:52,2019-09-04 18:30:52,0.010s,PASSED
"println(""***************************************"")",,,,2019-09-04 18:30:52,2019-09-04 18:30:52,0.000s,PASSED
,,,,,,,
Test Cases/bValidate_OTPTest,,,,2019-09-04 18:30:52,2019-09-04 18:30:55,3.171s,PASSED
"sendRequest(findTestObject(""bvalidate_OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-04 18:30:52,2019-09-04 18:30:53,1.578s,PASSED
"response1 = sendRequestAndVerify(findTestObject(""avalidate_mobile_number""))",,,,2019-09-04 18:30:53,2019-09-04 18:30:55,1.234s,PASSED
slurper1 = new groovy.json.JsonSlurper(),,,,2019-09-04 18:30:55,2019-09-04 18:30:55,0.000s,PASSED
result1 = slurper1.parseText(response1.getResponseText()),,,,2019-09-04 18:30:55,2019-09-04 18:30:55,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-04 18:30:55,2019-09-04 18:30:55,0.010s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEOTP TEST CASE = "" + result1)",,,,2019-09-04 18:30:55,2019-09-04 18:30:55,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-04 18:30:55,2019-09-04 18:30:55,0.000s,PASSED
value1 = userId,,,,2019-09-04 18:30:55,2019-09-04 18:30:55,0.000s,PASSED
userid = value1,,,,2019-09-04 18:30:55,2019-09-04 18:30:55,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-04 18:30:55,2019-09-04 18:30:55,0.000s,PASSED
"println(""THE USER ID IS GENARATED  = "" + userid)",,,,2019-09-04 18:30:55,2019-09-04 18:30:55,0.010s,PASSED
"println(""***************************************"")",,,,2019-09-04 18:30:55,2019-09-04 18:30:55,0.000s,PASSED
,,,,,,,
Test Cases/cInsertTripDetailsTest (MI),,,,2019-09-04 18:30:55,2019-09-04 18:30:57,2.272s,PASSED
"sendRequest(findTestObject(""bvalidate_OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-04 18:30:55,2019-09-04 18:30:56,0.914s,PASSED
triPID = toString().toUpperCase(),,,,2019-09-04 18:30:56,2019-09-04 18:30:56,0.011s,PASSED
println(triPID),,,,2019-09-04 18:30:56,2019-09-04 18:30:56,0.001s,PASSED
now = new java.util.Date(),,,,2019-09-04 18:30:56,2019-09-04 18:30:56,0.007s,PASSED
"tiMe = now.format(""dd:MM:YYYY-HH:mm:ss +5:30"")",,,,2019-09-04 18:30:56,2019-09-04 18:30:56,0.014s,PASSED
println(tiMe),,,,2019-09-04 18:30:56,2019-09-04 18:30:56,0.001s,PASSED
"resp2 = sendRequest(findTestObject(""insert_trip_detail"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""tripid"":triPID, ""startriptime"":tiMe, ""startripLocality"":startripLocality]))",,,,2019-09-04 18:30:56,2019-09-04 18:30:57,0.945s,PASSED
slurper2 = new groovy.json.JsonSlurper(),,,,2019-09-04 18:30:57,2019-09-04 18:30:57,0.000s,PASSED
result2 = slurper2.parseText(resp2.getResponseText()),,,,2019-09-04 18:30:57,2019-09-04 18:30:57,0.010s,PASSED
"println(""***************************************
"")",,,,2019-09-04 18:30:57,2019-09-04 18:30:57,0.000s,PASSED
"println(""THIS IS THE RESPONSE FROM INSERT TRIP DETAILS  TEST CASE = "" + result2)",,,,2019-09-04 18:30:57,2019-09-04 18:30:57,0.000s,PASSED
"println(""***************************************
"")",,,,2019-09-04 18:30:57,2019-09-04 18:30:57,0.000s,PASSED
"toString().split(triPID, 0)",,,,2019-09-04 18:30:57,2019-09-04 18:30:57,0.010s,PASSED
"value2 = toString().substring(25, 61)",,,,2019-09-04 18:30:57,2019-09-04 18:30:57,0.010s,PASSED
println(value2),,,,2019-09-04 18:30:57,2019-09-04 18:30:57,0.010s,PASSED
"println(""THE TRIP iD IS   = "" + value2)",,,,2019-09-04 18:30:57,2019-09-04 18:30:57,0.000s,PASSED
